turbine_id,issue_date,valid_time,lead_hours,predicted_power
1,2026-02-02,2026-02-04 13:00:00,48,0.021038247919001243
1,2026-02-02,2026-02-04 14:00:00,48,0.2510399148639111
1,2026-02-02,2026-02-04 15:00:00,48,0.5167344748033185
1,2026-02-02,2026-02-04 16:00:00,48,0.7163453897814098
1,2026-02-02,2026-02-04 17:00:00,48,0.7476848040146553
1,2026-02-02,2026-02-04 18:00:00,48,0.7106008286791698
1,2026-02-02,2026-02-04 19:00:00,48,0.7715923516450306
1,2026-02-02,2026-02-04 20:00:00,48,0.8347018778546251
1,2026-02-02,2026-02-04 21:00:00,48,0.900435505481591
1,2026-02-02,2026-02-04 22:00:00,48,0.9294409864760182
1,2026-02-02,2026-02-04 23:00:00,48,0.9765206019293629
1,2026-02-03,2026-02-04 00:00:00,24,0.558682758410494
1,2026-02-03,2026-02-04 01:00:00,24,0.4620081938432295
1,2026-02-03,2026-02-04 02:00:00,24,0.4973594316722852
1,2026-02-03,2026-02-04 03:00:00,24,0.4798446546378465
1,2026-02-03,2026-02-04 04:00:00,24,0.5368156289039908
1,2026-02-03,2026-02-04 05:00:00,24,0.5259822955706573
1,2026-02-03,2026-02-04 06:00:00,24,0.2286987950638325
1,2026-02-03,2026-02-04 07:00:00,24,0.17611122120474904
1,2026-02-03,2026-02-04 08:00:00,24,0.17227598137215408
1,2026-02-03,2026-02-04 09:00:00,24,0.16456405561695392
1,2026-02-03,2026-02-04 10:00:00,24,0.13651811591742494
1,2026-02-03,2026-02-04 11:00:00,24,0.0962076176089745
1,2026-02-03,2026-02-04 12:00:00,24,0.04714681778158777
1,2026-02-03,2026-02-04 13:00:00,24,0.028111480184918637
1,2026-02-03,2026-02-04 14:00:00,24,0.09869932434476077
1,2026-02-03,2026-02-04 15:00:00,24,0.4297875765709198
1,2026-02-03,2026-02-04 16:00:00,24,0.5044511414699852
1,2026-02-03,2026-02-04 17:00:00,24,0.6523913946771442
1,2026-02-03,2026-02-04 18:00:00,24,0.7624174930058361
1,2026-02-03,2026-02-04 19:00:00,24,0.8864521701860942
1,2026-02-03,2026-02-04 20:00:00,24,0.9462516351566598
1,2026-02-03,2026-02-04 21:00:00,24,0.9775513251877141
1,2026-02-03,2026-02-04 22:00:00,24,0.9760636501328626
1,2026-02-03,2026-02-04 23:00:00,24,0.9788724848932574
1,2026-02-03,2026-02-05 00:00:00,48,0.9788724848932574
1,2026-02-03,2026-02-05 01:00:00,48,0.985968565486453
1,2026-02-03,2026-02-05 02:00:00,48,0.9834018988197862
1,2026-02-03,2026-02-05 03:00:00,48,0.9862290377783679
1,2026-02-03,2026-02-05 04:00:00,48,0.989397401157052
1,2026-02-03,2026-02-05 05:00:00,48,0.9901798613739682
1,2026-02-03,2026-02-05 06:00:00,48,0.9928873855060418
1,2026-02-03,2026-02-05 07:00:00,48,0.9937456558171209
1,2026-02-03,2026-02-05 08:00:00,48,0.9883777133566083
1,2026-02-03,2026-02-05 09:00:00,48,0.9808735461032508
1,2026-02-03,2026-02-05 10:00:00,48,0.8714155513674373
1,2026-02-03,2026-02-05 11:00:00,48,0.8701832335786619
1,2026-02-03,2026-02-05 12:00:00,48,0.8775322062366986
1,2026-02-03,2026-02-05 13:00:00,48,0.6667103041900346
1,2026-02-03,2026-02-05 14:00:00,48,0.49515292684975437
1,2026-02-03,2026-02-05 15:00:00,48,0.5329529268497545
1,2026-02-03,2026-02-05 16:00:00,48,0.5345924617622531
1,2026-02-03,2026-02-05 17:00:00,48,0.5961186778337509
1,2026-02-03,2026-02-05 18:00:00,48,0.4287915101906753
1,2026-02-03,2026-02-05 19:00:00,48,0.38757804943300633
1,2026-02-03,2026-02-05 20:00:00,48,0.31608092578838043
1,2026-02-03,2026-02-05 21:00:00,48,0.26516425912171376
1,2026-02-03,2026-02-05 22:00:00,48,0.21438297173179538
1,2026-02-03,2026-02-05 23:00:00,48,0.052296220603570934
1,2026-02-04,2026-02-05 00:00:00,24,0.9904434451297294
1,2026-02-04,2026-02-05 01:00:00,24,0.9877306655010665
1,2026-02-04,2026-02-05 02:00:00,24,0.9861624148288204
1,2026-02-04,2026-02-05 03:00:00,24,0.9913078801119677
1,2026-02-04,2026-02-05 04:00:00,24,0.9896781925266935
1,2026-02-04,2026-02-05 05:00:00,24,0.9841654698661834
1,2026-02-04,2026-02-05 06:00:00,24,0.9913510710700316
1,2026-02-04,2026-02-05 07:00:00,24,0.9934563616002232
1,2026-02-04,2026-02-05 08:00:00,24,0.9858925711082516
1,2026-02-04,2026-02-05 09:00:00,24,0.965923555429301
1,2026-02-04,2026-02-05 10:00:00,24,0.8478625626812772
1,2026-02-04,2026-02-05 11:00:00,24,0.82912441828265
1,2026-02-04,2026-02-05 12:00:00,24,0.6611602413585171
1,2026-02-04,2026-02-05 13:00:00,24,0.46189659832113583
1,2026-02-04,2026-02-05 14:00:00,24,0.4815868743677135
1,2026-02-04,2026-02-05 15:00:00,24,0.5653529268497545
1,2026-02-04,2026-02-05 16:00:00,24,0.5777924617622532
1,2026-02-04,2026-02-05 17:00:00,24,0.43571438459928075
1,2026-02-04,2026-02-05 18:00:00,24,0.4664283012785117
1,2026-02-04,2026-02-05 19:00:00,24,0.407812621913765
1,2026-02-04,2026-02-05 20:00:00,24,0.2789975924550472
1,2026-02-04,2026-02-05 21:00:00,24,0.2228770884427835
1,2026-02-04,2026-02-05 22:00:00,24,0.17718782460220647
1,2026-02-04,2026-02-05 23:00:00,24,0.042774659152800217
1,2026-02-04,2026-02-06 00:00:00,48,0.047018532119942606
1,2026-02-04,2026-02-06 01:00:00,48,0.6118017950536485
1,2026-02-04,2026-02-06 02:00:00,48,0.27271880211001287
1,2026-02-04,2026-02-06 03:00:00,48,0.1963532447498951
1,2026-02-04,2026-02-06 04:00:00,48,0.6573860267043923
1,2026-02-04,2026-02-06 05:00:00,48,0.9659326178972081
1,2026-02-04,2026-02-06 06:00:00,48,0.9192765417634599
1,2026-02-04,2026-02-06 07:00:00,48,0.9713512743774322
1,2026-02-04,2026-02-06 08:00:00,48,0.9712512743774322
1,2026-02-04,2026-02-06 09:00:00,48,0.9780684046313138
1,2026-02-04,2026-02-06 10:00:00,48,0.9721628391517958
1,2026-02-04,2026-02-06 11:00:00,48,0.9575537748167645
1,2026-02-04,2026-02-06 12:00:00,48,0.9827917858977188
1,2026-02-04,2026-02-06 13:00:00,48,0.9723402669875362
1,2026-02-04,2026-02-06 14:00:00,48,0.9734232277568672
1,2026-02-04,2026-02-06 15:00:00,48,0.9827795183629088
1,2026-02-04,2026-02-06 16:00:00,48,0.9743595683569473
1,2026-02-04,2026-02-06 17:00:00,48,0.9023475056618884
1,2026-02-04,2026-02-06 18:00:00,48,0.9055475056618884
1,2026-02-04,2026-02-06 19:00:00,48,0.8411715669152816
1,2026-02-04,2026-02-06 20:00:00,48,0.8244549002486149
1,2026-02-04,2026-02-06 21:00:00,48,0.7820669253068314
1,2026-02-04,2026-02-06 22:00:00,48,0.6660384087591997
1,2026-02-04,2026-02-06 23:00:00,48,0.5403255351130627
1,2026-02-05,2026-02-06 00:00:00,24,0.04004132581946689
1,2026-02-05,2026-02-06 01:00:00,24,0.017432014079800544
1,2026-02-05,2026-02-06 02:00:00,24,0.3295377037061785
1,2026-02-05,2026-02-06 03:00:00,24,0.49160378822362905
1,2026-02-05,2026-02-06 04:00:00,24,0.21994303553362632
1,2026-02-05,2026-02-06 05:00:00,24,0.0311151635263092
1,2026-02-05,2026-02-06 06:00:00,24,0.19901250922742564
1,2026-02-05,2026-02-06 07:00:00,24,0.7041977512842602
1,2026-02-05,2026-02-06 08:00:00,24,0.8043474082969482
1,2026-02-05,2026-02-06 09:00:00,24,0.9295007973716055
1,2026-02-05,2026-02-06 10:00:00,24,0.9734799694056774
1,2026-02-05,2026-02-06 11:00:00,24,0.9755860550580564
1,2026-02-05,2026-02-06 12:00:00,24,0.9771371103810242
1,2026-02-05,2026-02-06 13:00:00,24,0.9824389914695265
1,2026-02-05,2026-02-06 14:00:00,24,0.9893472403525431
1,2026-02-05,2026-02-06 15:00:00,24,0.9888139070192098
1,2026-02-05,2026-02-06 16:00:00,24,0.9777123881090272
1,2026-02-05,2026-02-06 17:00:00,24,0.8892354056472749
1,2026-02-05,2026-02-06 18:00:00,24,0.6077355156248891
1,2026-02-05,2026-02-06 19:00:00,24,0.3868619653349095
1,2026-02-05,2026-02-06 20:00:00,24,0.2964670244598594
1,2026-02-05,2026-02-06 21:00:00,24,0.3771515969406182
1,2026-02-05,2026-02-06 22:00:00,24,0.3458677827643164
1,2026-02-05,2026-02-06 23:00:00,24,0.3087498769502245
1,2026-02-05,2026-02-07 00:00:00,48,0.2236331100770579
1,2026-02-05,2026-02-07 01:00:00,48,0.1363373701751165
1,2026-02-05,2026-02-07 02:00:00,48,0.017340163634368938
1,2026-02-05,2026-02-07 03:00:00,48,0.02278375775050319
1,2026-02-05,2026-02-07 04:00:00,48,0.016486113079418854
1,2026-02-05,2026-02-07 05:00:00,48,0.01642172127054818
1,2026-02-05,2026-02-07 06:00:00,48,0.07776791441003561
1,2026-02-05,2026-02-07 07:00:00,48,0.16117510225032106
1,2026-02-05,2026-02-07 08:00:00,48,0.2951449224656143
1,2026-02-05,2026-02-07 09:00:00,48,0.21675539765534038
1,2026-02-05,2026-02-07 10:00:00,48,0.15341421949975126
1,2026-02-05,2026-02-07 11:00:00,48,0.12636970998862831
1,2026-02-05,2026-02-07 12:00:00,48,0.039217162641127054
1,2026-02-05,2026-02-07 13:00:00,48,0.14161601161401313
1,2026-02-05,2026-02-07 14:00:00,48,0.45009551586065805
1,2026-02-05,2026-02-07 15:00:00,48,0.46309551586065817
1,2026-02-05,2026-02-07 16:00:00,48,0.48959247579709525
1,2026-02-05,2026-02-07 17:00:00,48,0.6465921565103123
1,2026-02-05,2026-02-07 18:00:00,48,0.7341818758484707
1,2026-02-05,2026-02-07 19:00:00,48,0.7969259286665539
1,2026-02-05,2026-02-07 20:00:00,48,0.7408032776078818
1,2026-02-05,2026-02-07 21:00:00,48,0.7631098460223875
1,2026-02-05,2026-02-07 22:00:00,48,0.7629017353252789
1,2026-02-05,2026-02-07 23:00:00,48,0.7677440588998629
1,2026-02-06,2026-02-07 00:00:00,24,0.09038612226787283
1,2026-02-06,2026-02-07 01:00:00,24,0.02380945221723008
1,2026-02-06,2026-02-07 02:00:00,24,0.009612910517846216
1,2026-02-06,2026-02-07 03:00:00,24,0.01832225814794391
1,2026-02-06,2026-02-07 04:00:00,24,0.02122578123476099
1,2026-02-06,2026-02-07 05:00:00,24,0.06222035870516304
1,2026-02-06,2026-02-07 06:00:00,24,0.3603518885076823
1,2026-02-06,2026-02-07 07:00:00,24,0.5182927233150675
1,2026-02-06,2026-02-07 08:00:00,24,0.39021511658049957
1,2026-02-06,2026-02-07 09:00:00,24,0.23561591729266473
1,2026-02-06,2026-02-07 10:00:00,24,0.1086735812377862
1,2026-02-06,2026-02-07 11:00:00,24,0.0732470652218071
1,2026-02-06,2026-02-07 12:00:00,24,0.01932726453210403
1,2026-02-06,2026-02-07 13:00:00,24,0.1901271891004258
1,2026-02-06,2026-02-07 14:00:00,24,0.5094042453427472
1,2026-02-06,2026-02-07 15:00:00,24,0.6499890405582295
1,2026-02-06,2026-02-07 16:00:00,24,0.7785648163442364
1,2026-02-06,2026-02-07 17:00:00,24,0.7894919503859146
1,2026-02-06,2026-02-07 18:00:00,24,0.8384729974833272
1,2026-02-06,2026-02-07 19:00:00,24,0.8604853786463793
1,2026-02-06,2026-02-07 20:00:00,24,0.855730324280889
1,2026-02-06,2026-02-07 21:00:00,24,0.7992523887860241
1,2026-02-06,2026-02-07 22:00:00,24,0.7585098460223876
1,2026-02-06,2026-02-07 23:00:00,24,0.6813265692717247
1,2026-02-06,2026-02-08 00:00:00,48,0.5325443223076447
1,2026-02-06,2026-02-08 01:00:00,48,0.48847438663779663
1,2026-02-06,2026-02-08 02:00:00,48,0.3673759960316637
1,2026-02-06,2026-02-08 03:00:00,48,0.3071471263493047
1,2026-02-06,2026-02-08 04:00:00,48,0.1611188322482833
1,2026-02-06,2026-02-08 05:00:00,48,0.07024155588968206
1,2026-02-06,2026-02-08 06:00:00,48,0.016659316739477566
1,2026-02-06,2026-02-08 07:00:00,48,0.016762592520513757
1,2026-02-06,2026-02-08 08:00:00,48,0.030329216270109316
1,2026-02-06,2026-02-08 09:00:00,48,0.1569530837325034
1,2026-02-06,2026-02-08 10:00:00,48,0.7733531178886801
1,2026-02-06,2026-02-08 11:00:00,48,0.9809296750645082
1,2026-02-06,2026-02-08 12:00:00,48,0.9822341126201736
1,2026-02-06,2026-02-08 13:00:00,48,0.9842636749665966
1,2026-02-06,2026-02-08 14:00:00,48,0.9844030350928248
1,2026-02-06,2026-02-08 15:00:00,48,0.9916524770706795
1,2026-02-06,2026-02-08 16:00:00,48,0.9892524770706795
1,2026-02-06,2026-02-08 17:00:00,48,0.9871126348495722
1,2026-02-06,2026-02-08 18:00:00,48,0.990474476436841
1,2026-02-06,2026-02-08 19:00:00,48,0.9863908232799592
1,2026-02-06,2026-02-08 20:00:00,48,0.9870661423751982
1,2026-02-06,2026-02-08 21:00:00,48,0.9872661423751982
1,2026-02-06,2026-02-08 22:00:00,48,0.9853218151545972
1,2026-02-06,2026-02-08 23:00:00,48,0.986324796257274
1,2026-02-07,2026-02-08 00:00:00,24,0.6765130324962929
1,2026-02-07,2026-02-08 01:00:00,24,0.5885998826242278
1,2026-02-07,2026-02-08 02:00:00,24,0.4515379925422318
1,2026-02-07,2026-02-08 03:00:00,24,0.16463741470279303
1,2026-02-07,2026-02-08 04:00:00,24,0.06600866750936685
1,2026-02-07,2026-02-08 05:00:00,24,0.032257264554464635
1,2026-02-07,2026-02-08 06:00:00,24,0.021770158101226185
1,2026-02-07,2026-02-08 07:00:00,24,0.013264538036469604
1,2026-02-07,2026-02-08 08:00:00,24,0.019039261739198163
1,2026-02-07,2026-02-08 09:00:00,24,0.07949461878131772
1,2026-02-07,2026-02-08 10:00:00,24,0.40526493077282594
1,2026-02-07,2026-02-08 11:00:00,24,0.948895081924577
1,2026-02-07,2026-02-08 12:00:00,24,0.9841498859537678
1,2026-02-07,2026-02-08 13:00:00,24,0.9868196303411365
1,2026-02-07,2026-02-08 14:00:00,24,0.9827418706093376
1,2026-02-07,2026-02-08 15:00:00,24,0.9924524770706795
1,2026-02-07,2026-02-08 16:00:00,24,0.9878576032990627
1,2026-02-07,2026-02-08 17:00:00,24,0.9916429334902197
1,2026-02-07,2026-02-08 18:00:00,24,0.9894078097701743
1,2026-02-07,2026-02-08 19:00:00,24,0.9853624148288204
1,2026-02-07,2026-02-08 20:00:00,24,0.9871994757085315
1,2026-02-07,2026-02-08 21:00:00,24,0.9863036109275027
1,2026-02-07,2026-02-08 22:00:00,24,0.9876581295906074
1,2026-02-07,2026-02-08 23:00:00,24,0.9811622817495382
1,2026-02-07,2026-02-09 00:00:00,48,0.9825622817495382
1,2026-02-07,2026-02-09 01:00:00,48,0.9816791949681847
1,2026-02-07,2026-02-09 02:00:00,48,0.96974329923298
1,2026-02-07,2026-02-09 03:00:00,48,0.9636169115982542
1,2026-02-07,2026-02-09 04:00:00,48,0.9665589185789591
1,2026-02-07,2026-02-09 05:00:00,48,0.9211572209702429
1,2026-02-07,2026-02-09 06:00:00,48,0.9456128305212496
1,2026-02-07,2026-02-09 07:00:00,48,0.9557292449817055
1,2026-02-07,2026-02-09 08:00:00,48,0.9212882565474846
1,2026-02-07,2026-02-09 09:00:00,48,0.9489809514515694
1,2026-02-07,2026-02-09 10:00:00,48,0.9593882236673305
1,2026-02-07,2026-02-09 11:00:00,48,0.9478247116161918
1,2026-02-07,2026-02-09 12:00:00,48,0.9649535939602389
1,2026-02-07,2026-02-09 13:00:00,48,0.9476538551774342
1,2026-02-07,2026-02-09 14:00:00,48,0.8145206425767952
1,2026-02-07,2026-02-09 15:00:00,48,0.458743374241671
1,2026-02-07,2026-02-09 16:00:00,48,0.07792877776844707
1,2026-02-07,2026-02-09 17:00:00,48,0.014106164615451007
1,2026-02-07,2026-02-09 18:00:00,48,0.015022412713593522
1,2026-02-07,2026-02-09 19:00:00,48,0.06552203478069797
1,2026-02-07,2026-02-09 20:00:00,48,0.10172157640940255
1,2026-02-07,2026-02-09 21:00:00,48,0.10638824307606921
1,2026-02-07,2026-02-09 22:00:00,48,0.13198824307606918
1,2026-02-07,2026-02-09 23:00:00,48,0.18500490974273592
1,2026-02-08,2026-02-09 00:00:00,24,0.976195913812687
1,2026-02-08,2026-02-09 01:00:00,24,0.9577396523415505
1,2026-02-08,2026-02-09 02:00:00,24,0.9566623365739013
1,2026-02-08,2026-02-09 03:00:00,24,0.956847289621343
1,2026-02-08,2026-02-09 04:00:00,24,0.944816486971782
1,2026-02-08,2026-02-09 05:00:00,24,0.9586986153006731
1,2026-02-08,2026-02-09 06:00:00,24,0.9678576907529008
1,2026-02-08,2026-02-09 07:00:00,24,0.9647568887626343
1,2026-02-08,2026-02-09 08:00:00,24,0.9455309514515693
1,2026-02-08,2026-02-09 09:00:00,24,0.9660319239166926
1,2026-02-08,2026-02-09 10:00:00,24,0.9129661681649663
1,2026-02-08,2026-02-09 11:00:00,24,0.9303946703129268
1,2026-02-08,2026-02-09 12:00:00,24,0.7923907858834258
1,2026-02-08,2026-02-09 13:00:00,24,0.5694361322106614
1,2026-02-08,2026-02-09 14:00:00,24,0.2726038439437452
1,2026-02-08,2026-02-09 15:00:00,24,0.09689764361951198
1,2026-02-08,2026-02-09 16:00:00,24,0.03935803714376929
1,2026-02-08,2026-02-09 17:00:00,24,0.022731668838034125
1,2026-02-08,2026-02-09 18:00:00,24,0.023294409655015443
1,2026-02-08,2026-02-09 19:00:00,24,0.04805201408693944
1,2026-02-08,2026-02-09 20:00:00,24,0.030339831157742556
1,2026-02-08,2026-02-09 21:00:00,24,0.02921495771415973
1,2026-02-08,2026-02-09 22:00:00,24,0.02288200857941989
1,2026-02-08,2026-02-09 23:00:00,24,0.04453595598262988
1,2026-02-08,2026-02-10 00:00:00,48,0.17503334760358663
1,2026-02-08,2026-02-10 01:00:00,48,0.3423338805009563
1,2026-02-08,2026-02-10 02:00:00,48,0.0588145350495614
1,2026-02-08,2026-02-10 03:00:00,48,0.23119531292177964
1,2026-02-08,2026-02-10 04:00:00,48,0.05207927499293031
1,2026-02-08,2026-02-10 05:00:00,48,0.1730864653710209
1,2026-02-08,2026-02-10 06:00:00,48,0.0421872505933838
1,2026-02-08,2026-02-10 07:00:00,48,0.16929988168408944
1,2026-02-08,2026-02-10 08:00:00,48,0.5248390998271685
1,2026-02-08,2026-02-10 09:00:00,48,0.1742253925824916
1,2026-02-08,2026-02-10 10:00:00,48,0.18464986711992512
1,2026-02-08,2026-02-10 11:00:00,48,0.2851747826084963
1,2026-02-08,2026-02-10 12:00:00,48,0.1053469104215267
1,2026-02-08,2026-02-10 13:00:00,48,0.14403326018715656
1,2026-02-08,2026-02-10 14:00:00,48,0.056737542802481084
